time,ballDis,ballDir,goalDis,goalDir,goalSide,teammateOneDis,teammateOneDir,teammateTwoDis,teammateTwoDir,teammateThreeDis,teammateThreeDir,teammateFourDis,teammateFourDir,opponentOneDis,opponentOneDir,opponentTwoDis,opponentTwoDir,opponentThreeDis,opponentThreeDir,opponentFourDis,opponentFourDir,opponentFiveDis,opponentFiveDir,ActionType,ActionPower,ActionAngle
3386,13.5,0,62.8,-2,0,999,999,999,999,999,999,999,999,0.6,162,0.9,-158,1.2,91,1.6,139,1.8,94,dash,135,
2651,13.5,1,55.1,1,1,0.6,1,1.6,-13,2.2,1,999,999,0.7,-130,11,-8,12.2,-16,999,999,999,999,turn,,3
1294,13.5,-3,54.6,-4,1,0.8,5,1.1,-26,2.5,-13,999,999,1.1,-73,10,-42,11,-15,999,999,999,999,turn,,-3
3679,13.5,0,54.6,3,1,0.6,-13,1.3,-18,999,999,999,999,0.9,-124,1,-45,10,-21,11,-10,999,999,dash,135,
118,13.5,0,54.1,6,1,0.8,-20,999,999,999,999,999,999,0.6,-108,0.8,-62,1.3,-80,9,-30,10,-21,dash,135,
3304,13.5,0,53.5,11,1,2.2,-22,3.3,-14,4.1,2,999,999,1.1,-127,1.5,-14,2,-166,2.7,-147,3.3,-4,dash,135,
4335,13.5,1,53.5,0,1,999,999,999,999,999,999,999,999,0.9,179,1.5,-160,1.6,177,9,42,999,999,turn,,1
695,13.5,0,53,0,1,999,999,999,999,999,999,999,999,0.6,123,0.9,83,1.3,157,1.8,-179,7.4,-26,dash,135,
988,13.5,0,50.9,-8,0,999,999,999,999,999,999,999,999,0.9,-147,1.5,-148,1.6,-175,2,-160,2.5,-174,dash,135,
410,13.5,5,50.9,37,0,8.2,-2,9,-4,13.5,-15,16.4,-37,999,999,999,999,999,999,999,999,999,999,turn,,5
3428,13.5,0,50.4,4,0,999,999,999,999,999,999,999,999,0.6,-61,0.7,-139,1,135,1.5,119,2.2,168,dash,135,
4929,13.5,2,50.4,7,0,0.6,28,999,999,999,999,999,999,0.6,147,1,115,1.5,-178,999,999,999,999,turn,,2
4966,13.5,0,39.6,2,0,0.6,32,1.5,25,5,1,999,999,0.7,-173,999,999,999,999,999,999,999,999,dash,135,
3512,13.5,0,37.3,-1,0,999,999,999,999,999,999,999,999,0.6,170,1,132,1.3,176,1.5,141,1.8,-163,dash,135,
5352,13.5,0,35.2,7,1,999,999,999,999,999,999,999,999,2.2,169,999,999,999,999,999,999,999,999,dash,135,
2987,13.5,0,34.8,1,0,1.6,-12,3.3,6,999,999,999,999,0.6,-55,0.9,-106,1.2,-178,1.5,12,2,162,dash,135,
2990,13.5,0,33.8,1,0,1.6,-14,3.7,5,999,999,999,999,0.8,-148,0.9,-109,1,175,1.1,-31,2.2,7,dash,135,
3737,13.5,-1,33.1,2,1,0.9,-27,2.5,-17,3,1,4.5,-3,3.3,28,3.7,-28,10,-2,999,999,999,999,turn,,-1
3131,13.5,0,33.1,-8,0,3,-11,4.1,-11,999,999,999,999,0.7,123,0.9,-61,2.2,170,999,999,999,999,dash,135,
3739,13.5,0,32.8,2,1,1.5,-13,2.2,-19,3.7,1,5,-2,4.1,-20,9,-1,999,999,999,999,999,999,dash,135,
3740,13.5,0,32.8,2,1,2.2,-7,3,-15,4.1,0,5.5,-2,4.5,-19,9,-1,999,999,999,999,999,999,dash,135,
2422,13.5,0,32.5,-11,0,3,44,999,999,999,999,999,999,1.2,-163,3.7,12,999,999,999,999,999,999,dash,135,
3133,13.5,0,32.1,-8,0,3,-7,4.1,-10,999,999,999,999,0.7,-82,1.5,155,2.2,170,999,999,999,999,dash,135,
4006,13.5,0,32.1,17,0,1.3,-33,2,-1,3.7,-6,4.5,-14,2.5,-67,3.7,-35,5,-20,999,999,999,999,dash,135,
1373,13.5,0,31.5,-19,1,3,2,3.7,-6,999,999,999,999,1.6,-161,5,-15,6.7,-12,7.4,-16,999,999,dash,135,
1961,13.5,0,31.5,-3,1,4.5,9,999,999,999,999,999,999,0.6,178,1.6,-164,2.2,-43,2.5,160,3,-8,dash,135,
2424,13.5,1,31.5,-11,0,999,999,999,999,999,999,999,999,1.2,-173,2.5,60,3.7,14,999,999,999,999,turn,,1
2425,13.5,0,31.2,-12,0,999,999,999,999,999,999,999,999,0.7,-170,2.7,49,3,-163,3.7,12,999,999,dash,135,
2726,13.5,-1,30.9,8,1,1,-18,3.3,-4,6.7,-2,999,999,1.2,-47,1.6,-60,4.1,20,5.5,-12,9,1,turn,,-1
2727,13.5,0,30.9,9,1,1,-17,4.5,-2,7.4,0,999,999,1.2,-45,1.8,-58,5,16,6,-11,10,2,dash,135,
182,13.5,0,30.6,1,1,1.2,-42,1.6,-9,2.7,-1,999,999,1.2,-149,2,-75,2.2,-56,2.5,-69,6,-11,dash,135,
1964,13.5,0,30.6,-3,1,4.5,9,999,999,999,999,999,999,0.7,179,1.8,-170,3.7,-5,999,999,999,999,dash,135,
1033,13.5,0,30.3,-12,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,dash,135,
1687,13.5,0,30.3,0,0,5,4,999,999,999,999,999,999,1.2,53,1.6,112,2.2,114,5,15,999,999,dash,135,
2729,13.5,0,30.3,9,1,0.6,-40,5,-1,7.4,0,999,999,1.8,-56,2,-24,5,12,5.5,-22,6.7,-9,dash,135,
2730,13.5,-1,29.7,9,1,0.6,-40,4.5,-2,6.7,-1,999,999,1.8,-50,5,-25,5.5,10,6.7,-9,9,1,turn,,-1
1034,13.5,0,29.7,-13,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,dash,135,
755,13.5,0,28.5,4,1,0.8,-1,999,999,999,999,999,999,1.5,29,2.2,-63,2.7,168,3,-5,999,999,dash,135,
757,13.5,-1,27.7,3,1,999,999,999,999,999,999,999,999,0.6,-78,1,27,2.2,-14,2.5,173,2.7,-35,turn,,-1
760,13.5,0,27.7,4,1,1,-32,999,999,999,999,999,999,1,166,1.8,14,3,-37,4.1,-18,999,999,dash,135,
5073,13.5,-2,27.4,-8,0,3,-18,999,999,999,999,999,999,0.6,-68,1.2,-65,1.3,-91,1.8,-105,2,-84,turn,,-2
4410,13.5,0,26.3,-6,1,0.8,-25,1.8,-6,2.7,-1,999,999,0.7,-170,3,-14,3.7,11,4.1,20,999,999,dash,135,
4411,13.5,-1,25.8,-6,1,2,-7,3,-3,999,999,999,999,0.6,-71,1.1,-167,2.5,-19,3.3,10,4.1,17,turn,,-1
4413,13.5,0,25.5,-5,1,1.1,-30,2.7,-3,3.7,-2,999,999,0.6,-148,3,-14,4.1,7,5,13,999,999,dash,135,
5083,13.5,0,25,-7,0,3.3,-13,999,999,999,999,999,999,0.7,-18,0.9,-69,1.1,179,1.5,-68,1.6,-37,dash,135,
5986,13.5,0,24.5,-7,0,6,1,8.2,3,999,999,999,999,2.7,10,3,24,3.3,42,3.7,28,4.5,11,dash,135,
5987,13.5,-1,24.3,-7,0,6,0,7.4,6,8.2,2,999,999,2.5,10,2.7,23,3.3,42,3.7,23,5,10,turn,,-1
5085,13.5,1,24,-7,0,3.3,-12,999,999,999,999,999,999,0.7,-8,1.1,177,1.3,-79,1.6,-15,1.8,-80,turn,,1
5691,13.5,0,23.8,-3,1,1.5,-2,3.7,12,5.5,13,999,999,2.7,175,4.1,3,5,4,6.7,2,7.4,3,dash,135,
5089,13.5,0,23.6,-9,0,1.6,-38,4.1,-10,999,999,999,999,1.1,-26,1.3,-94,1.6,-3,1.8,-76,2.2,-7,dash,135,
5088,13.5,1,23.6,-8,0,4.1,-10,999,999,999,999,999,999,0.6,-62,1.3,-91,1.8,-2,2,-93,2.2,-8,turn,,1
5091,13.5,0,22.9,-9,0,3.7,-12,999,999,999,999,999,999,1.2,-96,1.3,-14,1.8,-67,999,999,999,999,dash,135,
5693,13.5,0,22.9,-3,1,1.6,-3,3,15,5.5,13,999,999,2.5,176,4.1,1,5,3,6.7,1,7.4,3,dash,135,
5694,13.5,0,22.9,-3,1,1.6,-3,3.3,13,6,11,999,999,2.5,175,4.1,1,5.5,3,6.7,1,7.4,2,dash,135,
3797,13.5,-2,21.3,-6,1,999,999,999,999,999,999,999,999,0.5,-91,0.6,104,0.8,153,0.9,-52,1,-18,turn,,-2
1459,13.5,-2,19.7,-6,1,999,999,999,999,999,999,999,999,0.6,-96,0.8,-47,0.9,-135,1.2,-106,1.3,155,turn,,-2
5433,13.5,0,18.7,1,1,999,999,999,999,999,999,999,999,2,171,2.2,-173,2.7,178,999,999,999,999,dash,135,
244,13.5,1,18.5,2,1,1.1,-21,999,999,999,999,999,999,0.7,-103,1.2,-79,1.3,-110,1.5,-44,1.6,-131,turn,,1
4170,13.5,-2,16.3,-4,0,0.7,40,1.5,42,999,999,999,999,0.6,118,1.1,69,1.2,130,1.6,114,2.5,34,turn,,-2
1129,13.5,1,16.1,8,0,999,999,999,999,999,999,999,999,0.6,160,0.7,-146,1,-101,1.2,-164,1.6,-147,turn,,1
2160,13.5,0,15.5,-1,1,2.7,-6,999,999,999,999,999,999,0.6,136,0.7,-64,1.5,-140,3.3,2,4.5,-2,dash,135,
4482,13.5,0,14.9,-3,1,1,-31,999,999,999,999,999,999,0.6,-92,0.7,6,1.1,-64,1.2,-93,1.5,-13,dash,135,
2164,13.5,0,14.2,-1,1,2.5,-3,999,999,999,999,999,999,0.6,-2,0.7,136,1.1,-133,4.1,0,4.5,-9,dash,135,
4483,13.5,1,13.9,-2,1,0.6,-27,999,999,999,999,999,999,0.6,-158,1,-125,1.5,145,1.6,13,999,999,turn,,1
4172,13.5,0,13.7,-2,0,0.7,-1,1.5,28,999,999,999,999,0.8,130,1.1,100,1.2,168,2,154,2.2,138,dash,135,
5438,13.5,0,13.7,3,1,999,999,999,999,999,999,999,999,3,164,999,999,999,999,999,999,999,999,dash,135,
540,13.5,0,13.5,0,0,2,-33,3,-15,4.1,-7,999,999,0.9,-82,1.1,-117,1.8,-124,2.5,-161,4.1,-16,dash,135,
3545,13.5,0,13.5,2,0,999,999,999,999,999,999,999,999,3,162,999,999,999,999,999,999,999,999,dash,135,
4483,13.5,0,13.5,-4,1,1.2,-14,999,999,999,999,999,999,0.5,-108,0.6,111,1.1,-56,1.6,-105,2.2,-8,dash,135,
1464,13.5,0,13.3,-5,1,999,999,999,999,999,999,999,999,0.7,-121,0.9,148,1.2,-140,1.6,6,1.8,-146,dash,135,
3806,13.5,0,13.3,-1,1,2.7,5,3,14,5,0,999,999,0.8,-14,1,145,2.7,-9,999,999,999,999,dash,135,
249,13.5,0,13.2,0,1,0.9,-28,1.6,-23,2.7,-4,999,999,1.5,-159,2.2,-141,3.7,-10,999,999,999,999,dash,135,
3545,13.5,0,13.2,1,0,999,999,999,999,999,999,999,999,2.7,160,999,999,999,999,999,999,999,999,dash,135,
2497,13.5,-1,13.1,2,0,999,999,999,999,999,999,999,999,2.5,170,999,999,999,999,999,999,999,999,turn,,-1
5438,13.5,0,13.1,4,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,dash,135,
4483,13.5,0,12.9,-4,1,1.2,-13,999,999,999,999,999,999,0.6,-105,1.1,-51,1.3,122,1.5,-137,2,-122,dash,135,
4483,13.5,0,12.9,-4,1,1.5,-32,999,999,999,999,999,999,0.6,-105,1.1,98,1.2,-118,1.8,-122,2.7,-8,dash,135,
1755,13.5,0,12.7,6,0,1.2,15,3,32,999,999,999,999,0.7,108,0.9,155,1.2,122,1.6,33,2,119,dash,135,
2497,13.5,0,12.7,3,0,999,999,999,999,999,999,999,999,1.8,172,2.7,179,999,999,999,999,999,999,dash,135,
2497,13.5,0,12.7,3,0,999,999,999,999,999,999,999,999,1.5,172,2.5,-178,2.7,169,999,999,999,999,dash,135,
4775,13.5,0,12.7,1,0,0.6,20,999,999,999,999,999,999,0.7,84,1.2,-2,1.5,99,1.6,160,1.8,24,dash,135,
1132,13.5,-1,12.6,7,0,1.1,21,2.2,-12,999,999,999,999,1.3,-150,1.6,-130,2,-154,2.2,-168,2.7,176,turn,,-1
249,13.5,0,12.4,-1,1,1.2,-37,2.7,-6,999,999,999,999,0.6,-63,1.5,-159,2.7,-147,3,-14,999,999,dash,135,
1464,13.5,0,12.4,-6,1,999,999,999,999,999,999,999,999,0.9,153,1,-137,1.6,-151,2,-177,2.2,-151,dash,135,
1132,13.5,0,12.2,7,0,1.8,9,3,-6,999,999,999,999,0.8,151,1.2,-148,1.6,174,1.8,-151,2,-116,dash,135,
1464,13.5,0,12.1,-6,1,999,999,999,999,999,999,999,999,0.9,153,1,-139,1.5,-178,1.6,-153,1.8,149,dash,135,
280,14.9,0,999,999,0,18.2,32,999,999,999,999,999,999,44.7,34,999,999,999,999,999,999,999,999,dash,149,
3827,14.9,0,999,999,0,8.2,36,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,dash,149,
3829,14.9,0,999,999,0,8.2,36,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,dash,149,
2787,14.9,29,999,999,0,999,999,999,999,999,999,999,999,0.6,-114,0.9,-166,1.2,165,1.6,-159,2,-172,turn,,29
5187,14.9,0,94.6,-3,1,0.9,39,999,999,999,999,999,999,1.2,77,1.6,149,7.4,-2,9,-44,999,999,dash,149,
2835,14.9,0,70.8,25,0,1.3,-1,2.7,18,999,999,999,999,1,95,1.8,-168,2.2,-173,2.5,172,3,160,dash,149,
5814,14.9,0,70.1,2,0,3.7,-9,999,999,999,999,999,999,1.2,-150,2,168,2.5,-168,999,999,999,999,dash,149,
619,14.9,0,68,0,1,1.1,39,999,999,999,999,999,999,22.2,-21,24.5,5,30,-15,999,999,999,999,dash,149,
1232,14.9,0,68,3,1,5.5,-1,6.7,-3,999,999,999,999,1.2,-140,1.8,-47,20.1,-25,22.2,-14,24.5,-2,dash,149,
1844,14.9,0,68,1,1,5,-2,999,999,999,999,999,999,0.7,-47,20.1,-27,22.2,17,24.5,-4,999,999,dash,149,
2592,14.9,0,68,0,1,2,-30,4.1,-3,999,999,999,999,0.6,-105,1.2,-113,20.1,26,24.5,-5,999,999,dash,149,
3634,14.9,0,68,0,1,1.6,-39,3.3,6,10,-2,999,999,0.9,-94,20.1,-23,22.2,20,24.5,-4,30,-14,dash,149,
4261,14.9,0,68,0,1,0.8,-24,999,999,999,999,999,999,0.6,48,1.3,153,2.2,-170,20.1,-24,22.2,16,dash,149,
4857,14.9,0,68,1,1,1.8,-10,3.7,-9,999,999,999,999,2.7,-159,18.2,-29,24.5,-1,999,999,999,999,dash,149,
4858,14.9,0,68,1,1,1.6,-9,3.7,-9,999,999,999,999,2.5,-155,18.2,-29,22.2,13,24.5,-1,999,999,dash,149,
5246,14.9,0,68,-4,1,1.3,43,999,999,999,999,999,999,1.3,144,3,-104,999,999,999,999,999,999,dash,149,
620,14.9,0,67.4,0,1,1.3,31,999,999,999,999,999,999,22.2,-21,24.5,6,27.1,-15,999,999,999,999,dash,149,
3635,14.9,0,67.4,0,1,1.5,-34,3,8,9,-1,999,999,0.7,-100,20.1,21,24.5,-4,27.1,-14,30,16,dash,149,
4263,14.9,0,67.4,0,1,0.7,38,1.3,-12,999,999,999,999,1.1,148,1.8,-169,20.1,-25,22.2,16,24.5,-7,dash,149,
1234,14.9,0,66.7,3,1,5,0,6.7,-3,999,999,999,999,1.3,-141,18.2,-27,22.2,-15,24.5,-2,999,999,dash,149,
1846,14.9,0,66.7,1,1,5,-2,999,999,999,999,999,999,0.7,-120,18.2,-29,22.2,17,24.5,-4,999,999,dash,149,
2299,14.9,0,66.7,17,1,10,-38,14.9,-36,999,999,999,999,30,34,40.4,14,44.7,16,999,999,999,999,dash,149,
3034,14.9,0,66.7,9,1,3,0,4.5,15,5.5,2,999,999,1.1,-114,16.4,21,20.1,16,33.1,1,36.6,-20,dash,149,
3035,14.9,0,66.7,9,1,3,1,4.1,16,5.5,3,999,999,1,-116,16.4,21,20.1,16,33.1,1,36.6,-20,dash,149,
5495,14.9,0,66.7,-16,1,6,0,7.4,24,999,999,999,999,40.4,-13,44.7,-13,49.4,-15,999,999,999,999,dash,149,
902,14.9,-1,66,10,0,0.6,18,1.6,28,5,0,999,999,0.6,-55,1.8,-159,2.5,170,2.7,-177,3.7,-5,turn,,-1
65,14.9,0,66,23,1,8.2,-2,9,-15,10,-16,999,999,33.1,0,36.6,-3,40.4,-5,999,999,999,999,dash,149,
901,14.9,0,66,10,0,0.7,-33,0.8,14,1.6,29,4.1,0,2,-160,2.2,168,2.5,-177,2.7,158,3.7,-4,dash,149,
4507,14.9,0,66,25,1,24.5,-26,999,999,999,999,999,999,54.6,25,60.3,25,999,999,999,999,999,999,dash,149,
905,14.9,0,65.4,11,0,1.1,-19,1.3,36,1.6,6,4.5,3,0.8,-145,1.6,169,1.8,-173,2.2,158,4.5,-4,dash,149,
4509,14.9,0,65.4,25,1,22.2,-25,999,999,999,999,999,999,54.6,25,60.3,25,999,999,999,999,999,999,dash,149,
4510,14.9,0,64.7,26,1,22.2,-25,999,999,999,999,999,999,54.6,26,60.3,26,999,999,999,999,999,999,dash,149,
1541,14.9,1,64.7,31,1,9,-36,16.4,-32,999,999,999,999,33.1,26,36.6,26,999,999,999,999,999,999,turn,,1
1543,14.9,0,64.1,31,1,9,-37,16.4,-33,999,999,999,999,30,24,33.1,25,36.6,25,999,999,999,999,dash,149,
5591,14.9,-3,60.9,-13,1,3,40,999,999,999,999,999,999,0.6,-55,1.3,-68,8.2,3,9,0,10,-3,turn,,-3
3389,14.9,0,60.9,-2,0,999,999,999,999,999,999,999,999,1.6,159,1.8,133,2.2,163,2.5,-170,2.7,153,dash,149,
3391,14.9,0,60.3,-2,0,999,999,999,999,999,999,999,999,2,121,2.5,162,2.7,150,3,129,999,999,dash,149,
3392,14.9,0,59.7,-2,0,999,999,999,999,999,999,999,999,2,124,3,153,999,999,999,999,999,999,dash,149,
2918,14.9,0,59.1,0,0,0.9,39,1.3,-14,999,999,999,999,0.6,79,0.7,-161,1.2,90,1.8,110,999,999,dash,149,
3394,14.9,-1,58.6,-3,0,999,999,999,999,999,999,999,999,3,147,999,999,999,999,999,999,999,999,turn,,-1
3397,14.9,-1,58,-2,0,999,999,999,999,999,999,999,999,3,147,999,999,999,999,999,999,999,999,turn,,-1
3398,14.9,0,58,-1,0,999,999,999,999,999,999,999,999,2.7,160,3,149,999,999,999,999,999,999,dash,149,
3400,14.9,-1,57.4,-1,0,999,999,999,999,999,999,999,999,2.5,159,2.7,176,3,138,999,999,999,999,turn,,-1
2652,14.9,-1,55.1,-1,1,1.2,0,2,-13,3,0,999,999,0.7,-133,11,-11,12.2,-19,999,999,999,999,turn,,-1
5309,14.9,0,54.6,4,1,0.6,13,999,999,999,999,999,999,0.6,-111,0.7,-170,0.9,146,2,-175,2.2,169,dash,149,
3301,14.9,-1,54.1,10,1,1.8,-31,2.7,-16,3.7,3,999,999,0.7,-36,2,-148,3.3,-5,3.7,-18,999,999,turn,,-1
3302,14.9,0,54.1,10,1,2,-28,3.3,-14,4.1,2,999,999,1.2,-19,1.3,-136,2.5,-167,3.3,-4,4.5,-14,dash,149,
119,14.9,0,53.5,6,1,999,999,999,999,999,999,999,999,0.6,-60,0.9,-104,1,-139,1.5,-103,8.2,-32,dash,149,
4336,14.9,0,53.5,-1,1,999,999,999,999,999,999,999,999,0.9,178,1.5,-161,1.6,176,9,41,999,999,dash,149,
3416,14.9,-1,53,1,0,999,999,999,999,999,999,999,999,1.2,-145,1.6,-176,1.8,164,2.2,137,2.5,175,turn,,-1
3418,14.9,-1,53,2,0,999,999,999,999,999,999,999,999,0.7,-120,1.3,-171,1.6,125,1.8,178,2,147,turn,,-1
3419,14.9,-1,52.5,2,0,999,999,999,999,999,999,999,999,0.7,-102,1.3,-172,1.6,123,1.8,178,2,148,turn,,-1
3422,14.9,0,52.5,4,0,999,999,999,999,999,999,999,999,0.6,173,0.8,-45,1,-152,1.1,122,1.3,89,dash,149,
3424,14.9,0,51.9,4,0,999,999,999,999,999,999,999,999,0.6,-65,0.8,-159,1,106,1.6,110,1.8,162,dash,149,
3425,14.9,0,51.9,4,0,999,999,999,999,999,999,999,999,0.6,-153,1,108,1.5,90,1.8,162,2.5,166,dash,149,
989,14.9,0,50.4,-8,0,999,999,999,999,999,999,999,999,1.5,-162,2,151,2.2,-166,2.5,-179,999,999,dash,149,
4930,14.9,0,50.4,6,0,0.6,26,999,999,999,999,999,999,0.6,146,1,113,1.5,179,999,999,999,999,dash,149,
4932,14.9,1,49.4,6,0,999,999,999,999,999,999,999,999,0.6,106,0.9,148,1.6,134,2.2,173,999,999,turn,,1
4933,14.9,1,49.4,6,0,999,999,999,999,999,999,999,999,0.6,103,0.9,147,1.6,134,2,173,999,999,turn,,1
4956,14.9,1,42.9,4,0,4.1,11,999,999,999,999,999,999,0.7,104,1.2,171,999,999,999,999,999,999,turn,,1
4957,14.9,1,42.9,4,0,4.5,10,999,999,999,999,999,999,0.7,106,1.2,171,2.7,179,999,999,999,999,turn,,1
4960,14.9,0,42.5,2,0,5.5,5,999,999,999,999,999,999,0.6,168,0.7,72,1.5,52,1.8,177,999,999,dash,149,
4962,14.9,0,41.7,2,0,1.6,38,5,4,999,999,999,999,0.7,171,1.8,-178,999,999,999,999,999,999,dash,149,
4963,14.9,0,41.7,2,0,0.8,40,1.6,35,5.5,3,999,999,0.7,174,2,-177,999,999,999,999,999,999,dash,149,
470,14.9,0,36.6,17,0,9,-8,10,-17,12.2,-4,999,999,5.5,-42,6,-24,7.4,-27,999,999,999,999,dash,149,
2984,14.9,0,36.2,1,0,2,-5,4.5,4,999,999,999,999,0.6,153,0.8,-36,1,-112,1.2,160,1.3,-152,dash,149,
3119,14.9,0,36.2,-8,0,1.6,-33,999,999,999,999,999,999,0.6,-82,1.2,157,1.5,-116,999,999,999,999,dash,149,
5349,14.9,0,36.2,6,1,999,999,999,999,999,999,999,999,2.5,170,999,999,999,999,999,999,999,999,dash,149,
3121,14.9,0,35.9,-9,0,2,-27,999,999,999,999,999,999,0.7,-55,1.1,160,1.2,-103,999,999,999,999,dash,149,
472,14.9,0,35.5,17,0,8.2,-9,9,-16,11,-4,999,999,5,-42,5.5,-30,6,-24,6.7,-30,999,999,dash,149,
2985,14.9,0,35.5,1,0,2.2,-7,4.1,4,999,999,999,999,0.6,-55,1,-109,1.1,-148,1.5,16,1.6,164,dash,149,
3731,14.9,0,35.5,2,1,2,-19,2.5,4,5,-3,999,999,0.7,-51,3,-42,3.7,38,11,-3,999,999,dash,149,
5351,14.9,0,35.5,7,1,999,999,999,999,999,999,999,999,2.5,171,999,999,999,999,999,999,999,999,dash,149,
3733,14.9,0,34.8,2,1,2,-14,2.5,2,5,-2,999,999,0.7,-50,2.7,-42,3.3,38,10,-2,999,999,dash,149,
3124,14.9,-1,34.5,-9,0,1.1,-31,2,-30,999,999,999,999,0.7,158,1.2,-83,999,999,999,999,999,999,turn,,-1
3125,14.9,0,34.5,-8,0,1.3,-25,2.7,-23,999,999,999,999,0.6,154,1.3,-50,999,999,999,999,999,999,dash,149,
3734,14.9,0,34.5,2,1,0.9,-24,2.2,-12,2.7,2,5,-1,3,-35,3.7,33,10,-2,999,999,999,999,dash,149,
3127,14.9,-1,33.8,-9,0,1.5,-22,3,-21,999,999,999,999,0.6,162,1.2,-77,999,999,999,999,999,999,turn,,-1
3130,14.9,0,33.8,-8,0,1.2,-41,3,-9,4.1,-12,999,999,0.6,69,2,169,999,999,999,999,999,999,dash,149,
4003,14.9,0,33.8,16,0,2.5,-18,3,0,3.7,-9,4.5,-13,4.5,-36,6,-17,999,999,999,999,999,999,dash,149,
1369,14.9,0,33.4,-18,1,3.3,1,4.5,-5,5,1,999,999,1,-136,5.5,-17,6.7,-7,7.4,-17,8.2,-10,dash,149,
1954,14.9,1,33.4,-2,1,3.7,13,999,999,999,999,999,999,1.2,174,2,154,2.2,-172,2.5,-13,999,999,turn,,1
1955,14.9,0,33.1,-2,1,3.7,12,999,999,999,999,999,999,0.7,172,1.8,151,2.2,-173,2.7,-12,999,999,dash,149,
4004,14.9,0,33.1,17,0,1.8,-25,2.5,0,3.7,-7,4.5,-14,2.7,-63,4.1,-39,5.5,-19,999,999,999,999,dash,149,
179,14.9,0,32.5,2,1,1.3,-37,1.8,-5,2.7,0,999,999,0.6,-139,2.2,-68,2.7,-40,3,-52,6,-12,dash,149,
1028,14.9,0,32.5,-12,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,dash,149,
1957,14.9,0,32.5,-2,1,3.7,13,999,999,999,999,999,999,0.6,171,1.6,148,2,-171,3,-8,999,999,dash,149,
2720,14.9,0,32.5,7,1,1.1,-20,2.2,1,5,-1,999,999,1.1,-70,1.8,-17,3.3,43,4.1,-18,10,3,dash,149,
1372,14.9,0,32.1,-18,1,3.7,1,4.5,-5,999,999,999,999,1.1,-150,5.5,-15,6.7,-13,7.4,-13,999,999,dash,149,
1682,14.9,0,32.1,0,0,5.5,7,999,999,999,999,999,999,1.2,97,2,113,2.7,111,4.5,19,999,999,dash,149,
1960,14.9,0,32.1,-3,1,4.1,11,999,999,999,999,999,999,0.6,167,1,-159,2,153,2.2,-47,3.3,-6,dash,149,
2721,14.9,-1,31.8,7,1,0.8,-30,1.6,1,4.5,-2,999,999,1.1,-73,1.3,-20,3.3,41,4.1,-20,9,3,turn,,-1
181,14.9,0,31.5,1,1,1.3,-34,2.2,-4,2.7,-1,999,999,0.7,-129,2.2,-68,2.7,-39,6,-11,7.4,-2,dash,149,
1030,14.9,0,31.5,-12,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,dash,149,
1684,14.9,0,31.5,0,0,5.5,6,999,999,999,999,999,999,1.1,85,1.8,103,2.5,107,5,17,999,999,dash,149,
2115,14.9,0,31.5,0,1,0.9,-14,999,999,999,999,999,999,0.6,-59,1.2,-53,1.8,-29,2.2,0,2.5,12,dash,149,
2723,14.9,0,31.5,8,1,0.8,-11,2.2,0,5.5,0,999,999,1.3,-53,3.7,33,4.5,-16,5,-25,9,4,dash,149,
1685,14.9,0,31.2,0,0,5.5,6,999,999,999,999,999,999,1.2,60,1.6,101,2.2,107,2.5,126,5,17,dash,149,
2116,14.9,0,31.2,0,1,0.6,-41,999,999,999,999,999,999,0.6,51,1,-81,1.2,-17,1.6,-2,1.8,-28,dash,149,
754,14.9,0,29.4,4,1,1.3,3,999,999,999,999,999,999,1.6,33,2.5,166,2.7,-30,3.3,-2,999,999,dash,149,
4407,14.9,0,27.7,-5,1,0.9,-19,2,-1,3,0,999,999,1.2,-179,3,-14,3.7,17,4.1,22,999,999,dash,149,
5076,14.9,0,27.4,-6,0,4.1,-13,999,999,999,999,999,999,0.6,167,0.9,-30,1.2,-64,1.8,-74,2,-29,dash,149,
5077,14.9,0,26.8,-7,0,3.7,-15,999,999,999,999,999,999,0.6,-61,1.1,174,1.2,-60,1.6,-92,1.8,-34,dash,149,
5079,14.9,0,26.3,-7,0,3.7,-15,999,999,999,999,999,999,0.7,-39,1.2,-59,1.6,178,1.8,-90,2,-31,dash,149,
5082,14.9,0,25.5,-7,0,3.7,-13,999,999,999,999,999,999,0.8,-177,1,-73,1.1,-16,1.6,-69,2,-103,dash,149,
5984,14.9,0,25.5,-7,0,6,1,8.2,7,9,4,999,999,3,13,3.3,23,3.7,30,4.5,14,999,999,dash,149,
5688,14.9,0,25.3,-2,1,0.8,2,4.1,13,6.7,11,999,999,4.5,5,5.5,4,7.4,2,8.2,3,999,999,dash,149,
530,14.9,15,24,17,0,1.1,-29,1.8,-44,2.2,-13,999,999,0.6,-63,0.7,-131,1,-96,1.2,-64,1.6,-91,turn,,15
3799,14.9,0,21.3,-4,1,1.5,-29,999,999,999,999,999,999,0.6,104,0.7,154,1,-10,1.2,135,1.8,-48,dash,149,
